image,has_gt,dice,jaccard
ISIC2017_0000082_oth.jpg,False,,
ISIC2017_0000150_mel.jpg,False,,
ISIC2017_0000151_mel.jpg,False,,
ISIC2017_0000153_mel.jpg,False,,
ISIC2017_0000154_mel.jpg,False,,
ISIC2019_0009897_mel.jpg,False,,
ISIC2019_0010247_oth.jpg,False,,
